Id,SalePrice
2658,143237.17448908754
2718,150206.15088175
2414,212888.74993090113
1989,103466.19778653682
625,174601.1634745086
333,91367.97932993618
1327,105120.09722493502
858,162042.18855549666
95,180123.38372887098
1568,162447.20193031334
2482,159360.1484076447
1364,121220.2967129518
2584,146047.20591922206
818,264937.4771866732
2673,152261.05216922733
2089,119100.97285149732
1297,148056.23377749487
790,118354.33547718308
2616,201876.78772388364
720,172348.81967365695
222,155199.12179567505
557,130830.87484610376
1148,201028.34446440247
2766,193870.557673395
534,184919.638423815
1452,126996.95943789263
630,126201.2163822235
2648,116144.8757464674
125,152275.8518570266
1904,64328.384984133925
1670,113975.37984249555
756,99577.46049079513
717,205740.89015537128
1032,158182.18126144275
852,214338.36756866472
1731,183541.24440672572
2639,122998.69478617897
2071,104250.30169436119
1267,116262.29199278979
1851,184038.0981913102
567,161025.932898423
2439,210617.73850823188
1898,148321.27620389563
647,189269.19745266868
2256,224962.65323680095
979,99699.41550869533
1444,224741.753632829
2485,121449.01225224031
157,129581.8181835954
88,121458.16657277319
2003,116546.44476808107
186,197187.92853388467
1425,237728.45858118703
2695,129387.2725447283
738,94963.7077930256
395,156429.72081683253
1353,162750.8568530582
1878,143543.5094123076
390,163869.46999634567
1456,240337.81357993768
1103,307606.8111024584
1387,120032.36498246127
2070,135213.56599016226
1199,183870.81542736903
2479,172236.87304428493
501,301709.8488817725
2362,103435.33415891946
1718,212218.33896933062
2188,86610.04934019966
1483,155394.61532998097
2557,84595.37192127846
437,353211.1114392309
2224,186511.78849552746
1628,175444.1601272808
397,136624.31183674827
587,193702.42083536796
971,144740.88701390737
2611,137253.42740603563
1887,107180.2316668045
2399,321725.47329517733
2148,199265.75851571478
304,122573.45325276005
1997,124502.70622207952
2817,114804.00552530076
1431,193155.766156217
427,320459.7358732134
263,128760.10445198735
598,176917.30739409657
2895,199916.576793889
687,133526.156288183
1822,136032.66314740205
2191,110134.4901278454
179,118280.92132257723
1009,209558.93854364232
2010,129358.15100114993
1991,135009.3265009947
1411,178795.94374640536
1721,223916.65881149317
1144,190141.6263725572
593,213226.58319150895
575,279039.92974566773
1249,170507.80068968676
1604,125126.50609383322
1064,450473.62298191583
1923,156503.54922522348
1988,105055.53698021756
2325,176152.4293993616
114,210127.57409022714
2700,156136.03046338115
217,133426.99825079073
343,169313.66504151328
386,228881.30428633592
2005,112649.20131502984
2908,142079.59021405206
1814,236482.51200440037
2446,387978.5015849171
208,128662.68502106138
1679,104552.6810958781
822,310494.63202353753
6,193800.2487325267
1781,364344.2692822056
2397,271224.67753768346
2340,287840.53758299234
1618,178761.26829870194
2843,126231.0173651106
1061,337112.0489687326
2786,130236.36118545808
1935,136760.28255523674
1341,111082.43982091345
521,264457.219279943
2136,136902.9996274369
996,201389.82612275725
227,142497.24138749635
135,175728.88166460762
1167,164123.64355015307
294,220560.85915675695
1776,203072.1508303452
540,166957.83404750255
1717,214807.89936238306
2303,137021.60225153467
116,189024.06293956723
127,144926.68255895743
1371,136599.9071633519
1014,141409.3107605591
1507,108440.51616106417
702,110508.71008232248
750,148614.27827209927
261,156558.37175594072
1559,55394.40936899475
577,215386.43474944108
2812,197455.62358720385
2080,162765.33084876288
1368,99743.455536872
2376,127470.24906912433
659,106320.10448599281
1235,138514.34125359604
332,76702.07160134298
1917,130483.7467861281
2094,234357.7167239773
1460,264107.7565284839
1471,221092.37645228626
1509,129442.19587869529
1922,133433.67395733396
433,466804.0031776697
460,238771.44829913182
1116,242701.06862508692
1137,165371.89922878792
53,167485.48029510214
2354,271522.8132147059
1475,193094.6792594651
1761,534261.6718661814
842,142117.6802808715
2739,168150.55394166752
2509,145854.3504147714
1007,197767.12423636013
2610,192793.24752806703
1952,90950.37956382587
2719,148925.64224472802
2921,87484.21419948657
1966,135765.7026217283
292,110772.0014949043
1204,180471.83955116005
1829,273519.84313554113
2419,183463.9678807954
391,154252.877893161
798,121052.04309978808
481,195611.8075191859
193,192894.26632598895
555,126071.31548353417
899,67964.01941159177
2357,193359.3367993246
328,126568.78016371126
1356,108842.74918457543
1154,105159.27660878407
1730,177780.61812693
2249,159643.96110165294
1119,287737.9027244493
2856,141051.74234447174
1394,134142.05807552795
2587,122735.0246582095
61,318599.3244453762
2661,169264.03340218216
2711,140316.50195269735
1147,172171.89452837541
757,124299.43358522705
2623,104602.22534776367
2378,138575.8691643707
1413,134029.48303445496
1722,214578.50801745665
1112,227889.1853258056
1623,199980.87713661147
1201,196313.869357356
1513,126532.58237313735
957,398302.3996396342
1171,260766.88059491327
1145,192198.2314445131
2726,234358.9036038571
703,151851.48383259986
760,87728.53533407419
1964,138503.26316070193
2512,181054.04418187618
159,138998.3513919603
1281,164906.2722066914
468,179496.1707182463
290,123642.1476765006
665,104677.91545180985
1463,251215.0232916626
1792,222276.18049050082
923,152718.3825393133
500,264228.04108409653
1408,185113.8956725299
331,82786.80112228262
170,104106.01071944315
2192,100727.89846609655
2571,431959.76614452753
2314,174452.58633954707
2647,92053.84188097047
422,389465.42159481894
2457,379080.5115780566
1838,195266.86225383735
2805,244768.2382445832
1645,159097.30630265689
1711,287848.47123321315
2825,221111.95461691794
322,298048.13849995314
2103,253907.9498699088
342,123253.75237346944
600,113653.97430468388
488,179334.94854753517
1725,281694.36782677233
2246,277241.12502682686
2847,157169.35153657096
806,230829.02860848425
530,232495.92222680745
963,194340.32894876387
2678,96008.74007766572
171,83805.8097754337
2401,390570.04562998214
805,232880.4747891035
2259,201450.95417580404
1748,179651.53423382464
1361,124560.97047951739
1677,108547.5336757723
1406,148953.34150908882
2322,237162.2160006349
688,147313.159427291
143,142325.6803661639
804,207003.8391967668
1214,123693.03074664451
2828,142757.46775552997
1999,168473.47637129997
2467,198546.40683433032
2665,148827.7328277156
1538,309770.1403068719
398,119381.44542746135
2822,144235.20498707655
2157,150035.475166572
1856,209102.50964031735
1269,107211.34297547708
2570,118969.12393194885
2320,231954.51008395388
1517,144500.6880097855
2304,114508.62993432983
1312,99586.79538540325
2012,131262.5487642561
506,244991.1370419602
2865,216119.29096005883
2367,97149.90551575857
554,94660.02970913817
238,133907.8651519725
1954,118866.59359720646
2488,129427.13107555677
2291,71068.11443688562
1969,110126.94830942855
2725,155844.0181325813
1482,153485.53598804673
2763,189588.55873733485
503,280820.46483912633
1584,247874.81653762877
1531,138417.28474919128
2210,156665.39272664412
459,310710.4306972141
556,129680.11287292116
1347,123552.20434133727
1290,80274.49112154932
1388,103053.45466014667
1571,191529.08700011298
2754,197411.66351659736
765,139870.98667824228
2494,129390.53686777638
2870,235417.7391021165
7,207664.9394622836
1114,242007.6561966024
2418,269655.8105971585
291,133707.89091938047
18,311699.76888327824
39,353639.12557661126
1001,236260.18317192368
2442,223736.2384619921
616,119302.92509111833
2680,77022.5168549912
1414,130116.76074207353
289,148733.81799951027
40,246475.21782381495
860,131453.5257867934
409,131329.93268968858
673,151814.6843903185
2427,169577.7327172274
2036,215531.99061002902
2564,142944.39349129706
642,144669.75661700818
1008,181115.2466474779
1908,140667.68832978726
2519,204336.48812849828
1369,85688.83086670806
2855,165792.35681662173
712,104921.0398532606
1943,113457.92457378411
1958,113304.06050100308
107,167513.34531310893
2295,209127.4294030188
704,104715.60375211005
676,96689.3858447561
259,183659.33787750793
93,288019.20154528867
106,239426.13321203025
2315,176373.17782916425
1050,114382.72716637343
1095,212254.50362628492
2709,148360.45743043855
758,124841.94945845773
1496,159531.71785559854
2370,119391.8568999659
2458,276424.0485939402
2733,126998.92833440239
161,224520.62510131003
726,150532.27091007825
845,206810.3591669606
947,243573.8132797711
2232,108697.33746065944
2563,149954.73499960214
2299,148097.86865235766
211,85685.7830338546
605,147293.5650714779
1478,191148.6946391097
2247,270165.28523820057
2274,235981.371489792
2869,201647.26158848684
967,217386.70470867312
2656,113891.83146801451
667,167476.8555575323
1042,103099.52136972238
2023,151198.35645588607
2447,349088.86411425716
2055,120483.2740093014
2275,284731.5494506338
2204,180860.17433874565
1563,263692.8939250002
483,199103.07937284064
796,129033.28778729742
1526,162538.46534667094
2042,125508.51248612374
442,309296.3502566498
1693,311875.1693208496
1468,220576.7771492026
1430,195415.53546494895
2605,122308.03425519547
1529,198030.22550529847
335,151349.25627448907
1287,120258.94721055467
31,93272.09908065353
1785,307133.5758380387
82,168461.1610783336
2620,135803.93530881839
252,186705.74052988875
721,55646.73777588199
2165,181040.76490809242
2316,189334.82294274482
775,130763.44473147212
1558,78895.69959024963
17,213126.54295344753
1022,216166.58107867098
925,133440.4392911414
438,260735.06242521893
1270,125123.74812860822
1272,118028.13309994171
215,121012.08530076222
266,223615.93906645293
2402,269077.1074288192
1250,130968.74781303437
1984,107675.95125646557
1279,149353.69114751433
377,250490.15126683912
1252,100518.27571741861
2156,258238.95234756236
499,303666.96989199694
1374,136132.43126887784
2898,249907.05794101872
401,120634.21196305176
2721,143116.07420292392
2078,236256.75096159766
2589,137131.6365684186
1946,246133.0393414711
1334,111409.56308512967
2781,229129.40866783116
431,353129.6254085108
576,206748.8529744496
1474,208814.48784285138
2254,149708.48877621125
2155,278763.71356339136
885,104439.24489011696
643,142617.13079896418
1944,136695.99874925136
480,191381.67021386186
2845,114306.27347484889
2387,296817.8825265926
2407,201398.73170656554
2527,164237.7881708556
2514,149467.91886872548
629,137000.41702852584
80,215581.390023829
1876,136725.51337789538
1546,120080.73986104435
2518,184576.06535762065
2347,173094.53751617964
783,262958.2620341836
1322,35645.925374160695
194,83323.22819093968
1770,294541.3612236948
2143,139285.37059895965
1229,219303.43545180143
511,279795.7801205488
46,226700.01100005826
1348,134776.099184997
2465,197659.3348352993
387,225702.74513776434
873,221481.01750388113
1918,126892.98326401287
2764,236618.10981610796
2184,130121.5458530476
934,142167.02660754466
1920,129008.85220680795
2631,146233.47056323613
1768,442342.9608113561
2040,109901.42610694311
1749,216020.3100859314
834,250125.02806198975
1457,229985.5488177639
79,122939.37232085835
2302,126664.06983003914
1817,147240.65933193258
2755,229538.13041733432
359,180126.3709769522
2059,110364.70758079649
2092,259287.38578397257
2516,217339.1008165932
150,127678.65757186426
1656,141206.69157636713
83,104364.89100498699
2411,180299.77801180235
795,86092.43020058758
2312,219357.7560069435
2917,97067.30773271671
1624,175430.19668212536
2215,291480.9723564127
1211,148672.17931918337
1485,152147.5842392908
1024,165183.144016784
570,205520.883065892
2874,151462.08067365017
700,109181.24878498886
2756,207956.10945905707
2022,180041.93735547425
583,232826.73215164727
2392,349224.5959116183
2424,179853.07962873334
212,107574.83144914424
736,127254.7528614786
1610,160056.7037600304
890,127268.56605994617
467,175355.39905287328
578,219256.6620328242
1747,190918.48525400148
1149,160148.73638758843
2758,256025.29205852404
857,138538.2629947549
2219,259833.87230384434
733,90811.66617409918
2909,107313.17688415048
1798,256101.63952282976
235,134189.63839960902
2366,119648.67592045234
1027,141950.26280146893
1195,139696.17750471647
1303,61364.65778222706
148,174545.92867931598
608,152418.1202529039
2515,179500.95125467548
821,254695.6660728552
2500,264112.90207070834
745,100454.95513902417
741,128186.96417541156
1611,98128.98836245216
2532,125434.96418288781
1081,235556.35220691393
1692,389299.97950338846
2520,184966.4242388655
276,118438.97563304001
1992,132535.03446385227
663,51564.387283918724
418,126857.98315608819
1733,196667.83185944785
