Id,SalePrice
2658,148552.41154247118
2718,153826.5506663307
2414,211686.26309912023
1989,105200.53441561315
625,173464.3159804299
333,94966.2709836926
1327,105433.59519935875
858,156751.25035104476
95,188362.81460594592
1568,162875.8659478204
2482,159473.2026921368
1364,118772.86115202832
2584,149650.2352961619
818,260994.02921146655
2673,151013.875351808
2089,118946.7722241199
1297,146039.5341339342
790,119837.45604097084
2616,198651.70156588894
720,178396.67647253844
222,151976.82461817237
557,134269.3147851259
1148,198927.34837379976
2766,180821.56013991116
534,186685.31424237054
1452,127887.38196162063
630,124776.53822135314
2648,119144.47707923144
125,152897.47366754417
1904,64951.48318059309
1670,112751.53230881726
756,99190.25029904486
717,206309.51426859797
1032,163184.91882020523
852,213250.27284867398
1731,180332.36789459994
2639,121025.54745741411
2071,106574.93509149583
1267,118463.60289757272
1851,187185.9396039896
567,162125.8996851355
2439,205534.64280087725
1898,146694.82104986848
647,182996.90090954467
2256,224862.17547003715
979,101600.56589630998
1444,225148.82007178024
2485,120964.59899808021
157,130758.17396808893
88,124476.47356310289
2003,115437.14231020396
186,202419.45574888305
1425,242395.83832455397
2695,125936.52451389181
738,92311.41477368952
395,154789.05586814418
1353,163021.51083484554
1878,142220.24782498868
390,166119.83857785218
1456,240025.0557160382
1103,312809.4518127921
1387,121942.35154416194
2070,136378.63890780834
1199,183671.4926060817
2479,172577.95103583866
501,305985.0455913162
2362,100700.83828257107
1718,211044.1445343538
2188,88179.23523759197
1483,157780.82477221126
2557,86459.32935400202
437,351678.23926325014
2224,166028.24578997685
1628,172215.15500988293
397,137759.3155413044
587,193555.26738343918
971,142563.06024345572
2611,137710.37240205216
1887,105699.04104094706
2399,325365.45645350625
2148,200106.69848092317
304,122988.2278125557
1997,123561.51114836257
2817,113663.51385249401
1431,195796.12146437436
427,321366.6537632117
263,129485.26126725393
598,170309.79026488285
2895,213740.04608313297
687,126643.56151647554
1822,134171.054282233
2191,109073.2311678325
179,115675.45262579352
1009,208782.47395127802
2010,126199.56318395649
1991,134462.54440350132
1411,176541.74713879853
1721,225334.13107385125
1144,189213.49183079507
593,215900.4562673365
575,288629.89248671866
1249,166295.83743862933
1604,123261.13364824289
1064,438270.91355529067
1923,155833.7247902824
1988,105867.56301406425
2325,173238.87239739686
114,206454.87084781865
2700,164860.59206326274
217,134550.87559688534
343,168642.13363428853
386,231901.2829066472
2005,109869.35763745956
2908,136609.63627280714
1814,237942.36429070635
2446,402738.77215628594
208,131470.84118735627
1679,104801.92812653015
822,311414.8810910566
6,194345.15715615373
1781,368796.1135165517
2397,272461.4990020303
2340,282207.0862917184
1618,170348.03576065795
2843,124766.98713809912
1061,341589.06566329685
2786,128618.3849329299
1935,134362.19341016473
1341,114580.2737510805
521,269066.48692534346
2136,139090.78760432024
996,198231.70530614204
227,142621.3799400629
135,177812.17048374837
1167,161629.25577504182
294,224977.3087834704
1776,203588.46276824392
540,169618.46253142974
1717,213596.95539549217
2303,131668.28052721912
116,191197.28118671852
127,142819.15453891084
1371,136044.38518695446
1014,146650.78917603547
1507,105009.47655382351
702,112997.8562541705
750,147503.83492338978
261,159422.70869640794
1559,60986.365949284154
577,213358.77561254607
2812,196634.7063933669
2080,161836.69246149415
1368,97375.41149826048
2376,129993.96710468992
659,109574.6621241241
1235,138809.07384912774
332,81509.59647094477
1917,133725.53912849244
2094,239271.72830195382
1460,263418.8206901807
1471,219746.49170846655
1509,126261.54118307089
1922,129151.40045335505
433,449242.21411960083
460,243025.98462889844
1116,237445.07649740594
1137,169136.29208525704
53,167620.6155620526
2354,269072.97779516596
1475,194728.8346694738
1761,525730.7412179465
842,144297.07162142068
2739,155216.74643476924
2509,151252.65818854515
1007,199246.43587730598
2610,189287.11570637714
1952,94193.20124772924
2719,153366.60260573076
2921,89509.25379076837
1966,136500.41122739186
292,113880.43005200084
1204,183577.3280414053
1829,272690.10565855703
2419,181779.3740556845
391,154595.45761643437
798,119041.5935221356
481,195983.5994781012
193,189066.8082853924
555,128662.610415814
899,72462.50723783132
2357,186478.62021682053
328,131964.19232377934
1356,108043.23240607961
1154,106346.07098551017
1730,179128.70090675927
2249,160348.29297008776
1119,282584.18533438386
2856,141161.7450541862
1394,132207.20465307045
2587,121878.46072701708
61,316785.69955411274
2661,167814.32642906083
2711,135588.3451929433
1147,171694.52515749246
757,123958.3836666287
2623,100712.43108785088
2378,138593.8264376423
1413,135350.80361313687
1722,211185.50147757918
1112,223363.78161565008
1623,195769.51541715034
1201,196159.0701338346
1513,121133.84003078906
957,442393.41455266834
1171,260798.20563248132
1145,190281.90638095132
2726,229336.3252244807
703,148945.9960501752
760,92233.27721353127
1964,140642.50772030608
2512,180415.6553980499
159,141351.7680197676
1281,166883.53329589413
468,181914.2408666346
290,124672.98480923087
665,105873.45037163328
1463,252235.69868572295
1792,217412.27279958365
923,147530.87569918754
500,264087.11801987997
1408,183410.92462284144
331,83412.3085622295
170,103996.30373803477
2192,103094.47523465112
2571,511598.8711327079
2314,175393.8781247964
2647,92390.98500272166
422,385287.1271205038
2457,368331.08243842993
1838,199950.53612337302
2805,247177.1391749714
1645,157306.67065677742
1711,283405.0303017559
2825,221955.12084503524
322,299717.4377906544
2103,255101.18097167532
342,124375.67373736181
600,115168.29415246853
488,178823.0959219
1725,280936.6049045745
2246,268801.3569544344
2847,154046.6732035882
806,231759.25362926844
530,234659.56068884977
963,200863.95216991723
2678,98059.68596832934
171,86085.40939513645
2401,383585.08159799053
805,237846.39887202374
2259,209368.98588430768
1748,177916.09692524426
1361,130665.2759851807
1677,107545.93804161792
1406,150870.86766515172
2322,233899.26380208257
688,146589.3276549785
143,141618.93492809893
804,205846.87581304763
1214,140990.42675245856
2828,143587.3905449541
1999,176457.56059314724
2467,198835.43215219007
2665,157271.97966249243
1538,328880.177722197
398,119968.28096785396
2822,145949.28555213928
2157,149094.36545965783
1856,205281.5125052633
1269,105417.19502997163
2570,118538.86862261075
2320,230201.26170408295
1517,139801.9577204077
2304,109155.34031651744
1312,97106.8597091368
2012,128687.39722630374
506,257191.99947977997
2865,221339.57150046004
2367,95642.91056982671
554,95871.20550577874
238,136453.4945240245
1954,114483.49897607621
2488,129915.23586749365
2291,76465.41868652837
1969,101753.50244407107
